,Age,Height(cm),Weight(kg),Gender,Physical Activity,Calories
2679,57,191,91,1,0,1960
2680,35,169,94,0,4,3724
2681,33,134,110,1,4,3300
2682,36,164,102,1,0,2091
2683,24,193,113,0,1,3289
2684,48,177,118,1,2,2912
2685,42,149,39,0,0,1304
2686,58,183,54,1,3,2178
2687,52,185,46,1,1,1678
2688,28,142,98,0,2,2981
2689,23,208,90,0,3,3728
2690,47,187,112,0,2,3440
2691,19,138,117,0,3,3812
2692,18,151,88,1,1,2270
2693,37,152,86,0,4,3343
2694,52,151,66,0,4,2663
2695,34,146,62,0,4,2710
2696,46,165,103,0,4,3797
2697,51,198,90,0,2,3029
2698,49,161,45,0,0,1422
2699,36,149,107,1,0,2091
2700,18,185,78,0,0,2302
2701,56,151,76,0,2,2345
2702,60,203,103,0,4,3993
2703,57,176,120,1,3,3201
2704,31,148,39,0,3,1975
2705,33,191,58,1,3,2471
2706,53,159,88,0,3,2983
2707,18,139,92,0,3,3252
2708,23,156,67,0,2,2486
2709,49,161,48,1,1,1619
2710,19,155,39,1,4,2291
2711,55,182,75,1,4,2786
2712,55,195,82,1,3,2711
2713,26,190,79,1,2,2563
2714,29,141,104,1,0,2064
2715,44,169,100,0,2,3083
2716,33,202,108,0,0,2780
2717,33,197,70,1,4,2968
2718,46,175,43,1,2,1841
2719,41,200,105,0,1,3055
2720,42,156,88,1,0,1875
2721,34,201,78,0,3,3285
2722,39,194,61,1,0,1732
2723,55,138,88,0,4,3072
2724,28,198,50,1,3,2418
2725,42,164,70,1,3,2451
2726,55,163,92,1,4,2973
2727,60,161,80,0,0,1910
2728,57,156,90,1,3,2615
2729,42,185,112,0,4,4252
2730,18,140,41,1,0,1419
2731,25,179,47,0,3,2475
2732,21,212,100,1,0,2325
2733,25,155,63,1,3,2418
2734,44,209,75,1,2,2477
2735,31,191,110,0,3,3972
2736,37,158,65,1,2,2135
2737,19,150,64,0,3,2687
2738,52,150,77,0,2,2394
2739,29,172,74,0,1,2393
2740,29,141,105,1,1,2378
2741,39,140,109,0,2,3098
2742,28,198,109,1,0,2337
2743,32,181,76,1,4,2987
2744,39,166,41,1,2,1816
2745,56,171,103,0,0,2365
2746,45,205,108,0,4,4300
2747,22,196,114,1,4,3826
2748,25,199,106,0,2,3598
2749,21,212,94,1,3,3247
2750,24,168,92,1,3,2958
2751,43,185,70,1,2,2296
2752,47,211,72,1,1,2149
2753,56,187,109,0,2,3298
2754,25,201,43,0,3,2565
2755,58,136,73,0,4,2640
2756,20,211,49,1,4,2788
2757,27,201,45,1,1,1883
2758,19,158,43,1,3,2160
2759,38,204,115,0,3,4126
2760,59,185,104,0,1,2797
2761,29,174,46,0,0,1650
2762,32,180,77,0,4,3423
2763,22,209,50,0,0,1963
2764,24,204,41,1,0,1625
2765,24,181,54,1,0,1684
2766,34,138,60,1,1,1763
2767,51,165,78,0,1,2248
2768,41,207,62,0,3,2897
2769,57,136,79,1,3,2333
2770,19,206,85,0,0,2529
2771,51,148,80,0,3,2726
2772,60,173,85,0,1,2360
2773,32,147,46,1,2,1844
2774,23,208,61,0,3,3058
2775,30,158,35,1,0,1356
2776,26,180,43,0,2,2140
2777,54,158,71,1,1,1869
2778,45,145,69,0,0,1743
2779,40,166,64,1,3,2381
2780,25,188,103,1,3,3233
2781,46,206,35,0,4,2440
2782,25,185,94,0,3,3611
2783,50,192,107,1,4,3449
2784,21,163,55,1,3,2363
2785,45,179,83,0,2,2795
2786,55,202,44,1,0,1490
2787,45,176,38,1,0,1379
2788,27,148,84,0,1,2434
2789,30,210,55,0,3,2868
2790,28,181,120,1,4,3793
2791,25,152,118,0,1,3103
2792,24,209,98,0,0,2721
2793,22,181,42,1,0,1561
2794,27,165,78,0,0,2126
2795,25,147,119,1,4,3600
2796,37,137,104,1,2,2593
2797,37,139,67,0,2,2236
2798,52,209,47,1,1,1793
2799,34,149,65,0,0,1777
2800,28,171,95,0,1,2781
2801,51,141,80,0,1,2127
2802,45,199,91,0,3,3462
2803,25,148,46,0,3,2195
2804,53,177,100,0,3,3409
2805,58,160,74,1,0,1651
2806,25,153,93,0,0,2311
2807,53,198,77,1,2,2392
2808,37,169,95,0,4,3727
2809,54,187,113,0,1,3015
2810,29,196,95,0,3,3686
2811,38,208,120,1,1,2800
2812,59,209,52,0,4,2760
2813,58,140,76,1,3,2299
2814,43,189,81,1,0,1915
2815,26,179,102,1,4,3482
2816,23,159,107,1,4,3477
2817,44,188,68,1,3,2532
2818,32,185,107,1,3,3228
2819,30,210,43,0,1,2065
2820,39,161,91,1,2,2509
2821,20,142,80,1,1,2118
2822,26,163,50,0,3,2402
2823,45,195,61,1,2,2202
2824,23,166,44,0,2,2083
2825,54,188,114,0,2,3427
2826,40,156,81,1,1,2071
2827,27,213,75,0,1,2697
2828,51,204,43,1,0,1507
2829,56,176,38,0,0,1348
2830,42,209,77,0,0,2261
2831,45,197,54,0,1,2064
2832,46,149,83,0,0,1985
2833,46,195,63,1,3,2475
2834,44,143,92,1,2,2403
2835,31,183,37,0,1,1768
2836,36,190,90,0,2,3102
2837,48,185,94,1,4,3195
2838,22,198,47,0,0,1851
2839,53,167,57,1,1,1736
2840,48,210,68,1,3,2620
2841,54,180,49,0,2,2018
2842,23,181,100,1,3,3162
2843,28,213,88,1,4,3419
2844,41,138,49,1,4,2186
2845,60,187,114,0,1,2987
2846,49,148,39,1,1,1450
2847,21,196,68,1,0,1911
2848,39,137,60,0,2,2058
2849,22,191,45,0,1,2039
2850,23,190,61,1,3,2588
2851,42,167,109,0,1,2903
2852,46,176,48,1,2,1918
2853,34,190,47,1,3,2283
2854,19,197,36,1,3,2257
2855,45,152,53,0,3,2194
2856,30,166,43,1,0,1475
2857,39,163,79,1,3,2612
2858,26,165,41,1,0,1470
2859,45,174,57,0,1,1968
2860,29,142,96,0,3,3262
2861,53,137,96,1,1,2104
2862,50,148,67,1,2,2029
2863,32,146,50,0,3,2203
2864,56,166,108,1,2,2662
2865,53,159,90,0,3,3029
2866,49,210,84,1,3,2868
2867,20,176,46,1,2,2063
2868,51,204,73,1,2,2377
2869,21,194,86,0,2,3181
2870,23,160,101,0,3,3585
2871,31,142,62,0,0,1709
2872,19,210,111,0,0,2970
2873,30,148,46,1,0,1441
2874,37,191,75,0,3,3104
2875,40,208,79,1,0,1979
2876,19,189,112,1,2,3079
2877,49,177,42,1,4,2227
2878,54,210,62,0,1,2227
2879,42,159,41,1,1,1563
2880,51,200,101,0,0,2534
2881,43,186,63,0,0,1897
2882,22,144,55,1,0,1568
2883,53,205,113,0,3,3941
2884,32,167,36,0,2,1845
2885,54,180,89,1,1,2192
2886,35,175,105,0,2,3311
2887,54,155,40,1,0,1276
2888,34,208,61,0,1,2352
2889,57,135,100,0,3,3022
2890,41,205,93,0,4,3962
2891,40,204,35,0,0,1571
2892,27,194,51,1,2,2175
2893,60,158,45,1,3,1886
2894,26,198,57,1,4,2803
2895,21,151,73,1,3,2586
2896,47,140,56,1,1,1643
2897,20,162,70,0,0,2028
2898,18,174,70,0,3,3034
2899,26,197,77,1,3,2858
2900,30,151,53,1,2,1977
2901,60,157,89,0,2,2624
2902,52,200,57,1,2,2122
2903,48,139,44,0,2,1662
2904,46,212,66,1,1,2083
2905,52,185,88,1,4,3057
2906,32,148,90,1,1,2199
2907,29,204,110,1,4,3745
2908,50,186,43,1,4,2289
2909,60,199,54,1,0,1564
2910,28,139,99,0,1,2643
2911,51,170,112,0,4,4018
2912,29,183,64,1,1,2036
2913,34,154,92,1,1,2238
2914,31,208,68,1,4,3014
2915,20,200,116,1,1,2823
2916,38,137,88,1,3,2624
2917,22,145,58,1,3,2307
2918,22,197,105,1,3,3335
2919,50,184,111,0,3,3751
2920,28,175,99,1,1,2452
2921,54,182,56,1,4,2461
2922,39,146,110,1,0,2097
2923,43,177,109,1,3,3135
2924,58,168,106,0,2,3077
2925,25,138,114,1,2,2822
2926,47,189,92,1,4,3192
2927,20,149,54,0,2,2190
2928,30,208,53,0,2,2520
2929,29,168,100,1,0,2120
2930,24,179,89,0,3,3455
2931,52,138,83,1,0,1700
2932,60,144,79,0,4,2844
2933,57,184,114,0,1,2990
2934,41,204,99,0,3,3727
2935,58,180,81,1,1,2066
2936,30,180,63,0,1,2235
2937,31,209,73,1,4,3108
2938,49,152,82,1,1,2013
2939,55,137,91,1,3,2544
2940,60,149,53,1,0,1367
2941,30,210,90,1,3,3105
2942,25,207,114,0,1,3392
2943,55,166,95,0,4,3506
2944,28,144,50,1,0,1481
2945,55,197,93,1,4,3191
2946,27,209,71,0,2,2928
2947,21,163,115,0,3,3953
2948,55,208,108,0,0,2665
2949,44,198,63,0,3,2816
2950,24,207,44,0,3,2647
2951,52,188,110,1,2,2824
2952,25,167,113,0,2,3505
2953,19,151,114,1,4,3585
2954,19,201,76,1,3,2916
2955,22,141,71,0,0,1909
2956,44,202,64,0,2,2581
2957,20,200,36,0,4,2692
2958,19,150,42,0,3,2178
2959,47,187,48,0,1,1872
2960,46,138,55,1,0,1421
2961,40,163,106,1,2,2727
2962,59,203,37,0,2,1896
2963,26,208,66,1,0,1907
2964,30,146,114,1,2,2827
2965,32,153,73,0,0,1942
2966,37,203,84,1,0,2031
2967,29,137,36,1,2,1672
2968,31,190,44,0,0,1696
2969,19,155,35,1,2,1812
2970,38,194,110,0,1,3131
2971,35,173,63,1,4,2687
2972,57,140,100,1,0,1871
2973,29,174,94,1,4,3287
2974,38,145,40,0,2,1711
2975,48,140,60,1,2,1903
2976,31,187,117,1,1,2715
2977,53,189,51,1,2,1976
2978,49,183,52,0,4,2631
2979,41,154,66,0,2,2292
2980,39,210,98,0,4,4156
2981,58,177,42,1,2,1756
2982,23,175,96,0,3,3594
2983,34,185,50,1,4,2538
2984,37,205,35,0,2,2063
2985,50,199,102,0,1,2923
2986,25,151,97,1,4,3237
2987,29,206,84,0,3,3514
2988,27,194,95,1,2,2805
2989,21,208,73,1,2,2597
2990,54,190,94,1,2,2590
2991,28,186,119,1,3,3455
2992,25,167,77,0,1,2446
2993,58,195,74,0,0,2023
2994,32,179,94,0,0,2430
2995,27,182,98,1,2,2791
2996,58,180,80,1,1,2054
2997,39,187,66,1,3,2532
2998,18,143,44,1,1,1676
2999,20,193,71,1,2,2503
3000,60,134,102,0,1,2416
3001,35,192,76,1,3,2749
3002,51,159,53,1,1,1662
3003,52,161,91,0,2,2766
3004,47,145,36,0,3,1724
3005,30,182,39,0,0,1576
3006,53,204,115,0,4,4383
3007,36,203,90,0,4,3921
3008,39,162,112,1,3,3133
3009,36,156,36,0,2,1728
3010,52,143,61,0,3,2236
3011,49,172,117,0,3,3800
3012,49,144,66,1,1,1776
3013,60,171,96,1,2,2488
3014,44,181,37,0,2,1864
3015,42,212,69,1,1,2145
3016,47,150,46,0,4,2199
3017,56,149,56,1,4,2250
3018,52,177,94,0,4,3613
3019,31,192,69,0,3,3032
3020,27,174,38,1,3,2106
3021,33,201,92,0,4,3986
3022,31,149,65,1,4,2614
3023,34,185,58,0,0,1872
3024,48,200,68,0,1,2319
3025,36,177,101,0,3,3599
3026,56,195,35,1,3,1954
3027,58,193,64,1,2,2148
3028,44,177,40,0,0,1468
3029,42,159,118,0,0,2632
3030,24,162,101,1,2,2758
3031,21,192,77,0,4,3652
3032,36,136,37,0,3,1780
3033,37,146,84,1,0,1819
3034,48,186,90,0,0,2297
3035,34,170,85,0,2,2867
3036,53,161,68,1,0,1614
3037,30,171,69,0,4,3159
3038,35,144,74,1,1,1961
3039,39,168,61,0,3,2570
3040,22,212,36,1,3,2314
3041,27,204,78,1,2,2610
3042,56,147,46,1,4,2063
3043,28,195,116,0,4,4596
3044,52,207,104,0,3,3760
3045,18,195,57,1,2,2326
3046,41,140,91,1,1,2124
3047,57,213,88,0,2,3047
3048,58,135,36,1,1,1302
3049,24,204,120,0,1,3490
3050,57,186,78,0,3,2936
3051,51,160,57,0,4,2527
3052,40,175,70,1,1,2012
3053,42,144,106,0,3,3382
3054,25,209,117,1,4,3930
3055,58,164,55,0,2,1988
3056,60,178,109,0,3,3557
3057,31,178,60,0,3,2708
3058,26,148,76,1,4,2842
3059,45,166,106,1,1,2402
3060,56,168,74,1,3,2431
3061,45,182,52,0,0,1683
3062,22,189,79,1,3,2877
3063,30,185,94,1,3,3036
3064,55,165,99,0,2,2936
3065,49,180,100,1,1,2361
3066,18,207,66,0,4,3541
3067,46,148,64,1,2,2013
3068,41,162,91,1,2,2500
3069,47,163,69,0,2,2368
3070,28,164,94,1,0,2044
3071,21,154,107,1,2,2825
3072,55,165,102,1,0,1996
3073,51,198,42,0,2,2033
3074,59,141,55,0,4,2217
3075,39,212,99,0,1,3039
3076,30,182,100,1,4,3431
3077,51,186,53,0,4,2662
3078,35,166,115,0,0,2672
3079,38,205,44,0,3,2494
3080,39,183,75,1,4,2924
3081,32,152,104,1,0,2089
3082,58,201,98,1,1,2372
3083,43,150,107,1,1,2358
3084,24,172,90,0,1,2726
3085,31,201,113,0,0,2869
3086,28,138,90,0,2,2785
3087,29,206,105,0,3,4000
3088,60,170,91,0,4,3387
3089,28,156,73,1,4,2820
3090,24,136,37,1,3,1909
3091,54,164,76,0,1,2182
3092,33,138,37,1,0,1289
3093,47,157,74,1,4,2688
3094,20,162,68,0,4,3160
3095,43,182,91,0,0,2324
3096,26,181,83,1,4,3160
3097,51,148,49,0,1,1602
3098,60,154,120,1,2,2750
3099,49,207,39,0,1,1823
3100,56,211,60,1,0,1696
3101,60,144,75,1,2,2057
3102,43,191,88,1,1,2291
3103,59,208,71,1,2,2314
3104,39,138,101,1,0,1968
3105,48,174,75,1,3,2539
3106,36,164,69,0,1,2193
3107,41,213,63,0,3,2970
3108,44,190,112,0,1,3094
3109,20,155,104,0,2,3273
3110,55,177,102,0,2,3087
3111,21,168,66,1,0,1784
3112,24,148,72,0,1,2237
3113,59,155,120,0,1,2894
3114,29,142,49,1,3,2095
3115,58,206,54,0,4,2795
3116,19,153,116,1,3,3298
3117,57,136,64,0,0,1529
3118,26,202,111,1,2,3080
3119,28,181,74,0,1,2460
3120,42,154,81,1,2,2312
3121,19,213,68,0,4,3635
3122,27,207,78,1,0,2031
3123,34,203,78,1,2,2558
3124,54,186,71,1,0,1735
3125,42,180,90,0,0,2303
3126,52,206,40,1,1,1691
3127,32,158,37,1,2,1768
3128,60,174,46,1,4,2189
3129,44,209,60,1,0,1751
3130,29,172,103,0,1,2927
3131,29,197,74,0,4,3534
3132,24,198,57,0,1,2290
3133,23,152,64,1,2,2186
3134,43,150,52,1,1,1659
3135,28,135,108,1,0,2091
3136,43,146,42,1,2,1708
3137,18,154,37,1,1,1634
3138,27,167,107,1,4,3491
3139,24,168,75,1,1,2141
3140,25,189,41,1,4,2477
3141,34,153,95,0,4,3614
3142,18,169,78,1,4,3067
3143,58,210,84,1,4,3085
3144,34,161,99,1,2,2657
3145,51,210,119,0,3,4141
3146,21,158,61,0,0,1853
3147,59,159,73,1,2,2107
3148,34,180,41,0,3,2257
3149,33,194,106,0,4,4279
3150,57,198,66,1,2,2207
3151,45,150,115,1,1,2448
3152,55,204,63,0,0,1918
3153,35,161,99,0,0,2386
3154,45,160,75,1,4,2739
3155,44,163,88,1,0,1890
3156,60,182,73,0,0,1918
3157,58,194,52,0,4,2634
3158,49,193,114,0,3,3904
3159,52,154,58,0,3,2258
3160,48,166,63,1,1,1837
3161,18,181,102,1,3,3231
3162,31,194,104,1,4,3564
3163,58,203,62,1,3,2412
3164,22,197,35,1,4,2443
3165,18,210,36,0,1,2029
3166,33,201,102,0,1,3069
3167,45,152,73,0,2,2387
3168,58,161,36,1,0,1233
3169,30,191,50,0,2,2331
3170,23,170,99,1,3,3087
3171,52,203,43,0,2,2082
3172,29,145,94,0,0,2254
3173,30,134,40,0,0,1316
3174,36,135,74,0,0,1827
3175,34,180,97,0,2,3190
3176,52,144,117,0,3,3539
3177,50,154,109,1,0,2059
3178,34,143,118,0,0,2594
3179,46,209,112,0,3,4020
3180,39,171,89,1,3,2814
3181,30,189,60,1,1,2004
3182,34,157,50,0,4,2505
3183,50,191,70,1,0,1764
3184,59,210,55,1,1,1858
3185,18,147,61,1,3,2396
3186,24,200,87,1,1,2430
3187,20,137,80,0,1,2343
3188,36,157,112,1,0,2176
3189,31,161,40,1,1,1625
3190,53,208,101,0,0,2566
3191,53,207,35,1,4,2247
3192,38,157,51,0,1,1800
3193,58,145,105,1,1,2222
3194,58,177,118,1,4,3488
3195,51,166,76,1,1,1985
3196,28,155,65,0,0,1852
3197,52,140,43,1,1,1448
3198,37,181,63,0,4,3022
3199,27,211,73,0,0,2310
3200,40,155,36,1,3,1875
3201,24,145,116,0,3,3798
3202,41,171,101,1,4,3294
3203,56,203,43,0,1,1815
3204,40,203,90,1,0,2082
3205,18,164,79,0,2,2838
3206,45,162,103,0,2,3084
3207,53,162,88,0,0,2092
3208,54,159,114,0,2,3211
3209,20,167,54,0,3,2586
3210,47,171,112,0,2,3321
3211,58,160,80,0,1,2198
3212,47,203,59,0,4,3013
3213,59,149,72,0,4,2722
3214,40,160,97,0,3,3326
3215,18,166,117,1,2,3047
3216,56,175,105,0,2,3126
3217,22,145,46,0,4,2423
3218,39,204,98,1,2,2816
3219,22,143,74,0,2,2543
3220,55,173,110,1,4,3348
3221,28,197,118,0,3,4236
3222,54,205,83,1,0,1939
3223,19,207,120,1,4,4020
3224,53,203,71,1,0,1804
3225,49,167,95,1,0,1957
3226,35,164,110,1,3,3141
3227,29,146,61,1,0,1606
3228,39,160,79,0,1,2328
3229,20,191,69,0,3,3132
3230,45,162,40,0,4,2177
3231,60,204,82,1,0,1893
3232,38,154,66,0,2,2318
3233,35,150,53,0,3,2276
3234,25,181,97,1,3,3099
3235,35,140,55,1,4,2352
3236,34,211,69,0,3,3160
3237,27,162,113,0,2,3450
3238,25,194,100,0,1,3048
3239,24,209,86,0,4,4003
3240,34,193,99,1,3,3128
3241,51,175,81,1,0,1821
3242,47,196,66,1,4,2777
3243,35,173,94,1,0,2041
3244,22,180,116,1,3,3420
3245,49,204,56,1,3,2389
3246,41,165,67,1,0,1680
3247,48,175,78,1,1,2066
3248,42,157,98,1,3,2860
3249,38,156,84,1,4,2931
3250,24,145,61,1,2,2103
3251,41,203,102,0,4,4172
3252,38,135,87,1,3,2597
3253,48,174,120,0,2,3500
3254,36,161,100,1,2,2658
3255,51,202,104,0,1,2972
3256,58,182,36,1,0,1311
3257,27,178,40,1,3,2159
3258,55,178,102,1,4,3237
3259,43,199,70,0,0,2084
3260,31,186,43,0,4,2624
3261,44,186,42,1,4,2321
3262,25,134,100,0,3,3327
3263,52,162,116,0,4,4036
3264,35,161,43,1,1,1639
3265,18,179,42,0,1,1935
3266,59,137,67,0,1,1799
3267,29,135,44,1,2,1778
3268,57,177,37,1,0,1309
3269,30,134,65,0,4,2720
3270,19,204,92,1,0,2217
3271,60,211,101,0,2,3275
3272,46,152,52,1,0,1440
3273,39,136,37,0,3,1751
3274,50,142,82,1,3,2465
3275,25,204,46,0,0,1850
3276,50,148,101,1,2,2516
3277,28,196,47,0,1,2062
3278,35,181,48,1,0,1560
3279,31,198,74,1,4,3060
3280,43,143,48,0,4,2229
3281,58,197,35,0,0,1408
3282,50,148,55,0,1,1720
3283,25,208,66,0,0,2194
3284,52,187,92,0,2,2980
3285,22,176,115,1,3,3382
3286,34,181,55,1,0,1643
3287,32,203,119,0,1,3403
3288,50,178,107,1,0,2126
3289,35,188,66,0,2,2597
3290,49,155,79,0,4,3063
3291,58,196,73,0,1,2306
3292,57,172,113,0,4,3997
3293,41,205,98,0,3,3712
3294,28,204,58,1,4,2839
3295,46,167,62,1,4,2544
3296,60,205,115,1,3,3253
3297,47,192,63,1,1,1954
3298,54,141,102,1,2,2470
3299,28,188,106,0,1,3096
3300,60,199,77,0,1,2384
3301,20,178,92,1,4,3350
3302,29,139,106,1,0,2079
3303,25,166,42,1,0,1490
3304,32,134,47,0,3,2034
3305,35,192,100,1,2,2814
3306,51,200,108,0,4,4190
3307,44,196,83,1,0,1958
3308,33,176,39,1,3,2088
3309,25,194,80,0,3,3362
3310,57,173,118,1,2,2833
3311,50,184,88,1,3,2785
3312,57,196,74,0,0,2036
3313,45,200,92,1,0,2067
3314,19,136,65,1,3,2393
3315,24,176,71,0,2,2709
3316,56,213,81,1,1,2219
3317,43,170,71,1,2,2239
3318,42,134,118,1,1,2436
3319,60,201,112,0,1,3042
3320,44,137,94,0,1,2413
3321,23,160,66,0,2,2495
3322,59,207,83,1,3,2761
3323,38,171,68,1,3,2486
3324,21,213,42,0,2,2408
3325,55,146,86,0,0,1954
3326,41,195,94,0,2,3178
3327,38,197,87,1,3,2928
3328,54,189,87,0,1,2549
3329,50,186,101,1,2,2698
3330,55,151,57,1,3,2077
3331,58,144,78,1,1,1875
3332,43,158,103,0,2,3072
3333,33,148,103,1,0,2058
3334,45,208,98,0,3,3698
3335,25,154,88,0,1,2563
3336,23,159,55,0,0,1749
3337,44,166,104,0,4,3854
3338,22,190,78,0,3,3312
3339,29,144,95,0,3,3255
3340,51,140,40,1,2,1597
3341,50,180,37,0,1,1600
3342,24,138,100,1,2,2628
3343,37,156,113,1,3,3131
3344,42,194,101,1,0,2160
3345,18,181,74,0,0,2215
3346,36,190,79,0,3,3198
3347,55,169,35,0,1,1452
3348,40,152,96,1,4,3102
3349,41,145,103,1,2,2591
3350,43,167,98,1,2,2611
3351,52,203,107,1,1,2531
3352,25,184,64,0,1,2319
3353,25,162,93,0,1,2708
3354,33,213,53,1,0,1745
3355,22,199,88,0,0,2516
3356,46,189,91,1,3,2890
3357,25,171,76,1,1,2161
3358,33,197,84,0,2,3056
3359,21,154,117,0,1,3129
3360,22,180,43,0,3,2420
3361,28,195,97,1,4,3472
3362,38,154,40,0,2,1778
3363,31,149,103,1,0,2072
3364,56,209,103,1,2,2797
3365,22,161,72,1,1,2085
3366,27,189,75,1,4,3058
3367,18,135,68,1,2,2195
3368,58,179,41,0,0,1400
3369,43,168,65,0,1,2091
3370,36,186,63,0,1,2228
3371,34,202,46,1,2,2094
3372,24,190,89,0,3,3547
3373,57,167,74,0,2,2414
3374,40,165,37,1,3,1945
3375,56,208,49,0,3,2458
3376,40,187,52,0,1,2001
3377,21,141,58,1,4,2526
3378,33,194,79,1,4,3108
3379,34,135,45,0,2,1776
3380,41,211,50,1,3,2391
3381,24,168,109,1,3,3229
3382,43,175,119,1,4,3617
3383,47,213,109,0,4,4377
3384,29,143,72,0,0,1889
3385,53,148,98,0,4,3440
3386,19,198,91,1,0,2184
3387,20,203,87,0,1,2907
3388,50,181,47,1,1,1686
3389,56,163,80,1,3,2500
3390,27,205,63,1,4,2941
3391,28,199,37,0,4,2622
3392,42,152,66,1,2,2087
3393,39,156,74,0,4,3053
3394,60,208,72,1,3,2583
3395,32,190,84,1,4,3181
3396,49,146,53,1,2,1825
3397,42,146,114,1,4,3367
3398,53,213,40,1,0,1497
3399,46,190,118,1,2,2988
3400,48,194,83,1,2,2492
3401,40,171,74,1,0,1786
3402,24,212,76,0,1,2733
3403,47,202,120,1,3,3414
3404,39,206,92,0,4,3967
3405,35,140,105,1,2,2636
3406,49,194,37,1,0,1414
3407,31,159,64,0,2,2375
3408,39,153,88,1,1,2153
3409,22,153,75,1,1,2089
3410,43,140,99,0,2,2855
3411,57,170,119,1,1,2513
3412,48,160,46,1,3,2002
3413,56,213,92,0,0,2430
3414,32,212,98,0,0,2684
3415,51,139,87,0,4,3099
3416,18,163,76,0,3,3081
3417,60,151,85,1,3,2486
3418,54,152,91,1,2,2365
3419,26,176,77,0,0,2180
3420,43,154,91,1,4,3001
3421,37,169,54,1,0,1572
3422,38,179,98,1,3,3008
3423,60,205,112,0,3,3850
3424,39,194,76,1,1,2175
3425,37,201,88,0,3,3487
3426,44,194,73,0,3,3014
3427,36,138,63,0,2,2154
3428,47,213,112,0,1,3223
3429,43,189,90,0,3,3375
3430,22,160,49,1,1,1789
3431,28,178,100,0,1,2919
3432,29,150,82,1,1,2124
3433,46,185,118,0,3,3960
3434,21,182,95,1,2,2788
3435,51,177,53,1,1,1739
3436,54,194,57,0,4,2805
3437,39,159,114,1,4,3468
3438,51,184,70,1,4,2743
3439,36,147,84,1,1,2095
3440,37,144,52,0,3,2183
3441,25,181,42,1,4,2448
3442,36,152,111,1,2,2772
3443,27,149,58,0,1,1962
3444,43,138,51,1,4,2204
3445,18,137,90,0,1,2542
3446,59,153,46,1,2,1691
3447,44,168,82,0,1,2397
3448,26,155,72,1,1,2036
3449,51,195,59,0,4,2897
3450,51,190,60,0,4,2877
3451,25,134,72,1,0,1704
3452,50,135,77,1,0,1633
3453,42,159,80,1,1,2059
3454,50,180,45,1,2,1867
3455,28,178,76,1,0,1896
3456,37,191,59,0,4,3012
3457,40,149,119,1,2,2846
3458,21,144,59,0,0,1740
3459,40,144,82,1,1,2033
3460,47,147,35,1,2,1585
3461,47,205,68,0,3,2960
3462,22,161,67,0,1,2246
3463,31,208,48,0,1,2136
3464,57,204,85,1,4,3075
3465,26,213,79,1,3,2976
3466,56,166,79,1,1,1993
3467,35,162,58,1,4,2535
3468,52,147,78,0,4,2932
3469,43,158,76,1,1,1998
3470,22,181,96,1,1,2476
3471,47,156,118,0,4,4086
3472,40,140,84,0,2,2570
3473,34,164,83,1,1,2166
3474,22,186,111,0,0,2811
3475,53,144,70,1,3,2262
3476,54,140,53,1,2,1763
3477,39,205,53,0,2,2419
3478,35,190,35,1,0,1449
3479,46,173,75,1,4,2807
3480,28,165,43,0,3,2237
3481,39,210,92,1,4,3382
3482,56,135,49,0,2,1665
3483,55,147,106,1,3,2837
3484,51,188,82,0,4,3419
3485,54,167,43,0,1,1594
3486,39,167,81,0,4,3331
3487,52,204,38,0,2,1985
3488,58,188,40,0,3,2065
3489,20,200,103,1,0,2319
3490,42,189,109,0,4,4212
3491,23,181,62,1,1,2037
3492,57,201,49,0,4,2633
3493,52,192,67,1,1,1975
3494,23,187,35,0,3,2284
3495,45,156,63,1,1,1813
3496,25,179,70,0,1,2396
3497,33,211,83,1,2,2675
3498,36,150,79,1,3,2564
3499,20,170,86,1,4,3197
3500,40,156,56,0,4,2584
3501,53,151,37,1,2,1593
3502,45,153,92,1,4,2997
3503,21,170,49,0,3,2486
3504,31,203,102,1,2,2922
3505,25,202,79,1,1,2331
3506,48,136,72,1,3,2288
3507,39,161,84,1,2,2409
3508,22,143,82,1,4,2951
3509,26,182,48,1,4,2551
3510,25,176,38,1,4,2348
3511,60,187,96,1,1,2275
3512,38,163,100,0,3,3440
3513,34,157,51,1,1,1730
3514,20,175,83,0,1,2649
3515,33,186,99,1,1,2470
3516,19,203,61,0,2,2746
3517,25,138,76,0,0,1952
3518,46,135,90,0,2,2605
3519,22,169,97,1,3,3058
3520,34,166,94,0,1,2683
3521,58,199,107,1,2,2793
3522,19,189,120,0,1,3430
3523,59,134,66,0,2,1985
3524,59,147,52,1,4,2143
3525,48,203,57,0,0,1864
3526,29,180,56,1,3,2410
3527,37,195,109,1,2,2944
3528,57,155,51,1,3,1988
3529,52,159,54,0,3,2207
3530,37,136,44,1,1,1533
3531,46,150,55,0,4,2439
3532,21,194,35,1,1,1761
3533,50,137,87,1,0,1752
3534,18,153,80,0,0,2150
3535,20,210,85,1,4,3415
3536,54,198,113,1,2,2901
3537,50,160,41,0,0,1345
3538,25,196,119,1,4,3889
3539,33,158,111,0,2,3326
3540,40,158,46,1,4,2259
3541,47,195,112,0,1,3104
3542,52,148,97,1,1,2169
3543,19,185,73,1,0,1936
3544,28,213,71,1,3,2833
3545,59,168,47,1,3,1978
3546,18,201,47,1,0,1712
3547,48,159,52,1,4,2305
3548,41,209,93,0,3,3630
3549,44,140,115,0,4,3897
3550,28,198,105,0,3,3943
3551,31,190,117,0,2,3707
